ID,Is_Lead
DR9PXCFU,0.02391328703753634
SHVZMWBV,0.05883271951709873
8TGXGZHX,0.19066698698050896
IKRSHJFW,0.16020371309928821
TYKRZDCP,0.4953009831941955
9IDA3L7P,0.09508624893374973
ASOWCMDB,0.0540534584987649
KZ5J2JGC,0.8445974893624519
D5UCFKTV,0.05250620223574496
2N8FFP7W,0.04337175289034965
SA36MTFS,0.032845944684070524
8UDMURUH,0.12548945011622972
7VSQV6QN,0.13913713445419146
IFUG9NC5,0.050356114258739114
EQXDLQRG,0.21762981033986933
JAR8YY9J,0.08448414884112512
BS4TAF6M,0.05360656232007725
WQJ9SPT9,0.8231761797881001
7QHT4ON2,0.051538438368365545
FNGPQN7B,0.12173760864260527
DDOMDZRU,0.5666536504269548
QYR9HXHP,0.21405038614379795
S4NGXFXY,0.020941034853934302
NOJ2KSCC,0.8273059398821762
ZD2JRUNB,0.4390736245876547
GZIPTSNN,0.052490254765327884
LCFYUVE9,0.85274880893514
PPANVU9W,0.050499218494773165
DRPV9STB,0.06726610877456314
AFSPF3WZ,0.9958701439093423
GPXEUNND,0.8562096534330126
NSADMDSM,0.0589091908633959
CKWJU8RQ,0.5160943898194027
F7MNZSSU,0.05219743065934161
BDGVMPZY,0.5412809341632842
IA3MSRTR,0.08615438973547083
JD3WTPMG,0.309753357233051
QT6DF6EW,0.841091345621175
NVDEMCZ2,0.053929789060111866
9B6UTJVT,0.06578013874574604
U6QYES9J,0.021755261637646472
DZQPDSPS,0.14043522389027693
CRGXVSBF,0.8626229991401544
XIHJYS2V,0.5789389927901818
7X2MC5GZ,0.8334860606981508
ZBDVXTM5,0.05418396093267332
UUBQPBR5,0.07285927432658618
CUMZFBTD,0.08862140705269646
E7QXYSQN,0.023283001383723405
6UQAJP48,0.0708608438924326
QHWB768Y,0.053306376507977024
R6RXMXOJ,0.18960583981408752
WXQGZG5K,0.03592012828466139
GCUFKLHG,0.05581924084894909
SJX4372M,0.051427034673691974
VGEAMUZZ,0.08939223163836249
ZWDXVKDF,0.8447990895764754
WGMRCYLR,0.05081961740410088
SI43K5CY,0.09570087990815648
DSNBS2RS,0.1517830794670249
XIMZCKSR,0.34054056897980384
VEW9FXHT,0.020478037877334824
JZJHDDDJ,0.4519329034487578
4TYUR5HA,0.4127751261473847
UHCDFDRX,0.22060090356442252
E5QMOFUM,0.09504033963127065
PSNVWDZH,0.06038589757043816
5IQSWONG,0.06395206574784736
CEAZEPY4,0.9954714397273172
2TNRJXRX,0.024029432101248728
BFROCARA,0.05249017978136293
GRTJMRKM,0.018822073269412598
6EDAM4EU,0.08231262381045899
NRDB58KL,0.05193661349557267
TCPJCWZR,0.03866557666458022
KG8LD2BE,0.03636923993903792
FHZ3XFDV,0.11035186713287533
NZKCSDZ4,0.20343400786604873
6DG6KJG4,0.05131478475365181
BVPKDUNU,0.2735486526418624
APR4PQ6X,0.051767134203571666
HPWS8YFG,0.10924645934465393
VRPBGTPU,0.05504243130692994
XBCSX7G7,0.04781867751242521
KEH3G8UA,0.16006446373512045
WXNAVFLT,0.04996798418026774
8J8NJ7M6,0.10396869340418961
D4UW7Y85,0.0568472276543854
SZRESXN7,0.05527488167416815
UUQSXK5T,0.05378106125104372
GPMUKOVY,0.3730713910052894
6FYOKAZ5,0.17459161871633877
ENUB4N9S,0.21481112613857328
KERBCSGE,0.9962547069447121
7HTA4C6J,0.8395699938929748
4BTVMT6W,0.053163339353997044
MR3J9USD,0.28132396939002524
7S83FNQW,0.5974588687221227
MSOKLC7S,0.02356069301420078
GFMNATHU,0.043713535287927416
NG4ABA6H,0.9948055148501951
3GFHRAQY,0.2687098558868957
BCSGZZPE,0.13092635766024424
PQ9MCGZC,0.0784612270153013
K7N596CG,0.051337203442016144
8RUL6JEE,0.0681154054288168
CVOFJRMP,0.06087345741297471
B4FQX4HG,0.04572314695423111
W7HAQKDV,0.05605129140595855
8C5PKJ7G,0.05701467487307451
E4GQJZSQ,0.048457361948884024
UENREGNV,0.842256541319655
CC4LYHEW,0.8429313403967338
GDKGLTBT,0.05933453575602578
G3ER8CGX,0.05649446194841985
ZG4KT59X,0.023569027562991392
LW93KJMZ,0.46500007422484213
9AR5FBSQ,0.44045751972775965
FHLWDMRV,0.09952105353337656
EON5DCWD,0.9957382112057754
J8UXTMYV,0.21443765490824945
IXBW5HZH,0.05480308731125159
LDHQB458,0.06168582388202008
GNHTIKF3,0.04715548308266359
8NO22KTE,0.02325312278131756
SGJFSSJK,0.18426799636498412
TD8D3NDD,0.057245941316273655
8RQ27JGU,0.8446060225951711
A8GKBMBO,0.8102031647124314
ODVMNUDE,0.5210736857051279
EA5CRL7L,0.05337574978840413
6UI7RPCH,0.29629788300250676
7BJYM94L,0.05146547927376134
X3PZJF7F,0.4787719193507837
YCSSMPV7,0.48136647976248026
4EV9VXL8,0.45155273192378936
IPNJFQTY,0.19730691345514995
XPWNJRJC,0.03622618565682478
3WHNSBRB,0.19338504084210784
U245YKM8,0.04911755238752708
68EFFKBB,0.8517538217498313
NEUII7AB,0.9958488676306902
F7CSLYWT,0.05513014594297576
5EOMOZHG,0.16339249076809698
6CYUTUFN,0.34867428556243507
K7YUC8LF,0.26814877454825253
LSMCXMXA,0.04953753164861938
AALPBPBP,0.054611736121604235
ZPX6VOH2,0.07040440658973543
CDBFWQGM,0.11414528847783587
JUQ76NJV,0.8406060042210342
QHE7UULR,0.051465347335998037
JRMNMZJA,0.04904665293553875
GZ4EZZFX,0.1378253965161818
9L9JFIAR,0.5930221307530579
GTOE4RN4,0.15167394713553953
CUYE7ST4,0.3099963189379129
FFM6DHEA,0.8552143485168164
5XUK7XLZ,0.4934602103198988
4HTGJEEZ,0.0539607377889197
RWYBAMRG,0.13396300927454008
RQZGBGGN,0.8451146803962757
ITVSUTU9,0.28182884084065607
6UMDX7NQ,0.4415317454690557
4IVKAFYY,0.510083119506466
ZKYOSQEU,0.5257858679346017
9JYXIDL4,0.9947541438227727
XNURWQBT,0.05170387477464633
HVNIJFQC,0.047487414880160686
CGGVBJKZ,0.9950952410416678
JO9DV3NY,0.8442231490020011
EYENUQR9,0.3680642405686222
FPU4ZI8H,0.0714303551524037
2MALVTY4,0.10133369042173039
QN4REV7D,0.05231843070538437
27F5ZEQA,0.07548544941219922
MKJUE4K2,0.06861327557386221
4ECWF4DN,0.05198558692779308
KWBJAQMY,0.04863566304039643
3YAW8OEY,0.1310855435136757
ZHHFH7H9,0.8722300644413373
BO2822VM,0.11219410138287023
NQZUPVUA,0.0413886075785927
MUT2PZ7T,0.4007289116761397
2MFKPCPS,0.8386840555833472
4RLVOVMJ,0.6387870719369794
JISGN7XF,0.053444745480294376
NNOFHDAC,0.050397325523866755
ODE23CPW,0.021449467191527138
ZNTYNFME,0.2423915421974117
NQM48VKU,0.11142743919826362
DGVBCYY7,0.05138773055824355
9F38NUKC,0.18882612083683376
3Z7KCIZS,0.03940430224263764
ERAX3STD,0.056169033132797995
N9TCDYYG,0.046668647142029826
R4UMWUZK,0.07652927833573546
CPERTJBJ,0.11543807998764974
4XK5BMA9,0.051398174068275924
2PKDM5B2,0.045550762978982653
SW5GTHZN,0.39586478720061047
ATJAEQCJ,0.09417702699665709
NHNXBSFY,0.1567607452287845
NRGYTYZJ,0.0484781889489735
UZNABWAT,0.0555139486918391
CVP3VZN5,0.06011051337789073
JEAYZXKC,0.052187124528590076
87LFEVTZ,0.3364579451548259
N7ZEJ2CQ,0.05359532965094439
AQT3ADAP,0.058323509300258515
WC8ROKF8,0.05116464561672494
D9HWEXEV,0.07544168162987999
MMHWGZCN,0.057567773776944886
YKCAQFHU,0.2707057852424972
NDPFBA9X,0.4345714146039522
3T6C7AEA,0.23430268596989298
GZWB38J9,0.045422802203848624
OFTXYNYQ,0.051806253085409114
QYZQIXBJ,0.4964284227232148
N7PJT5HO,0.05442392762577954
JP2PNX9X,0.18496090073434338
N3FUZDIH,0.05198020778776585
UXKAVBLS,0.021236395457705268
G24JWDKS,0.03970781426087074
HQOKKQVX,0.16346389180578302
HTXFVZZG,0.05792937865459711
3TJKVA4J,0.046753252054968344
CRGS7FPX,0.04134601771700195
BTRJTMR3,0.09977821712959722
ERLPQML7,0.021755031639184578
9FDFXYAW,0.4838793497801646
MEEKFDZZ,0.05378214469163498
ZGY8ETLW,0.21946068125409343
AXVUJHT9,0.048705028326083505
35ILRW7D,0.46682255202041867
DR2U5JQX,0.06896885302792902
WHZ7CEY6,0.2833459259074764
UCPMS2KF,0.05364764148976531
HB6MJHDN,0.2514721303454611
7NWFPJ2X,0.1332797618893641
4QXD6K4K,0.19402764532860645
D6H3RTAZ,0.11080641802101932
L67WSXUY,0.08511224051898064
IXHVY78L,0.0626926881537321
H6KE88O6,0.33612561585803935
EAPKN7G8,0.9956274700509036
GQXJSFJE,0.17372718207951726
BVHSRABV,0.06028014839228992
DUY76GFX,0.14817765500332977
O7H9KPSD,0.40140921946033875
6EDBA5AN,0.0855766488355685
V24CAXFM,0.0688409238755672
SERPSAWP,0.023477815052170625
H47QYY5K,0.06600153945772687
5TYQNFPE,0.3639802534908655
HGDB7KMR,0.5117009053598751
DWH8Q2S3,0.21969476052951112
USNBQZAK,0.0519665628653871
I89VR4AB,0.07162614030373227
ATZVVXWJ,0.5152109660956583
HOKP6ZTS,0.06580296545802371
ZDKT2SSW,0.05486872416872712
DK5HJYQE,0.039693168832526854
ABKW7FGW,0.08666771598133624
BCSW3W7T,0.0497628884336358
6T4VNEWD,0.5968468653506547
XBALBNYB,0.358273703694197
NWMJR3W5,0.05266253362249316
Q5BJ4ULE,0.054210621930295966
DOFSPEWD,0.8375837972943507
ANX8FUBJ,0.05039443579391008
KPR67SVO,0.02394893585835251
44EV7IJE,0.049660133875245795
VZEK4IOK,0.47112650566544045
CZMKWRQN,0.055739111327283875
VGQUQLXT,0.1580081720395468
MS6GASNJ,0.0335876254581713
4ENG9TKV,0.8322412950309535
UHRRWLGR,0.055225868827553384
APFSHZYP,0.05531661460370002
M7MURWXC,0.42833062818382606
3EOATQBT,0.05382318301134372
MDZG7EZX,0.05637138712339451
QZ6LSSTB,0.06140357701898983
Y7EEZYYS,0.8629265826134223
RYKLU6HL,0.05409327155341951
CWQ8OAQ8,0.051106751703982566
WSFUNE28,0.8403724230879549
9PFQKPRB,0.052562263751800245
MCLXWKBC,0.04800731516667589
NWDXDZEN,0.3252466391613987
EBLDBRDR,0.1715834047378507
CJRW5JYT,0.2635761557971246
CMMKRNUZ,0.20232674941016215
EATPTPY3,0.05185220893610572
J5AGUF6Q,0.07304488738883452
8WYO2BBG,0.3374769099548013
9EPXIMZB,0.04935969579543108
UZERUG9W,0.08403228728842026
QEQ79QUC,0.061133667400148695
ZNHVE7QZ,0.11020666424618648
PU3J43GY,0.8435800291245336
HWDBXAUK,0.051069629612989866
W74BHIAD,0.07054396092302403
MGLDAPOA,0.052684695390941026
BYFCPDX5,0.10956464865327246
S2QDUDEJ,0.9952058833409705
HBYRWBWL,0.021716134370821115
8CIAWHWZ,0.8518091790315019
ZFYFFXT5,0.10106944766238857
UGIADHRB,0.1354992225974282
JDDGRBSU,0.22349206187402287
NBS2LTYW,0.31190230077127423
DBKM3FRW,0.11335456859121007
GLBHRXKB,0.047654678711217015
9WDPTNCN,0.02119769658560344
NVVVFQ9U,0.8432790831236883
6AT635HW,0.12305491480842143
HPHDI6NN,0.04795215017412811
CPNAGJ95,0.05229986740409818
FY6AFNCK,0.9956720057693756
KWQAVZOE,0.8656638055649146
HGBDE3LM,0.45768297990913875
SYKEB6EV,0.0545171756921611
9BROJWWS,0.4264272286346863
CG8DGVAV,0.21432625613922757
H7MT8CNK,0.06244605939569098
GJVVWNKN,0.8432163335300222
FXWTMJDG,0.08889596782131211
OSNGFACM,0.06463592330588848
PBFT55CF,0.9935950706223731
4P8GFHSL,0.04227374705180246
9ZZ4F4XF,0.43393252658149617
CN4YERMU,0.8300407561254254
8TUDLTWK,0.17387504254379813
USFZPY7Z,0.023292381533239093
VBJXREA8,0.03687080509487722
9LBNXHQ2,0.15467549316964124
PY6HCDWF,0.0510330560005199
9VJMJR6X,0.06032003691809975
4GAEJIQO,0.044693140605619984
F34SD6YQ,0.06050701707705049
HZ3BZVH6,0.1531778385181896
9WVBAWEY,0.21765375144673266
BPNYRSEH,0.05458485719732646
7OGHEHO3,0.16802853602717321
LRJZMHFT,0.051627845114121086
PCHQW72T,0.4623754281300543
BFJQGRFT,0.4100095256778151
UVJ6UYBF,0.10282771194232503
LRVO7MCH,0.20122415975390964
EAOF4EYO,0.8072501349438603
5HPCBEQQ,0.8716902191602433
8FJBKABE,0.06189419231865938
27J5UDAU,0.04196501424344243
4MAT9RSM,0.8702953324975404
SBDGZSY9,0.8560760439378928
HPYN9M2Z,0.053010023986307095
G7D2BESM,0.8091637447452757
TWN7YQPN,0.052280289017524836
BJRGMNFZ,0.19184477179104412
9HFPJV3S,0.06790198291327647
6WKJAUAG,0.05109206429165043
BZUANVCU,0.19406753394484436
NYWLDSFZ,0.8632942168607611
LTW8JGAZ,0.05527176896414748
IMDQJUTW,0.05968143390669926
AVHZRCH8,0.2623737171977199
LTSDWAVT,0.050068072022723384
9WVKLADB,0.48825869042822073
GXDSQJS2,0.03980906330454177
4IHXKUNA,0.380230692134934
BTYDUQPC,0.05699988827557505
BKCNFM72,0.1156262621663828
UMVSSZ9N,0.06606863841823407
N2STVKOI,0.054055929021225115
ZZJQB3EY,0.48916221930171117
FZJK9GH7,0.06865691664244813
NTIWWNVB,0.05220070720575898
NBCRWUBE,0.18738943450275017
UBPYOBYG,0.08170693261542909
K8RKMGVW,0.6349425214044302
HFTH3NC2,0.039615876076577475
759LCPDE,0.17901055727834153
DYKME2AY,0.830860473123274
VZHURNZD,0.019998032851310497
EAJJBYHU,0.3087195651637185
T97TKZNT,0.5049583438584644
IXOEQ2YD,0.9854629894002949
BWKXTBCF,0.06230643560131477
DNKPRVB3,0.252207678449191
JQCF2PXG,0.051363353176679984
GIABLCP4,0.05432686565829921
FDIC7S35,0.5955019456713624
5RTNFJEV,0.025056363576484896
OBZ4CU77,0.06039278943448575
XMVX6WEB,0.1404683456429871
MHARJGPA,0.05442864466750286
2QI5GPDU,0.4918490395836354
AE2NBAJ3,0.02102749269586466
MDLANJZG,0.02266068821756538
7TAP99MA,0.19500898544970513
A6AMKR2Z,0.22734054966443926
DX69CFXV,0.07191609750607478
HKCKEKV4,0.23962330762204848
CBNWXPJJ,0.319402852075726
Z3SJXFCA,0.08755267520379371
RHTCABWR,0.8766292821798531
ILGMVREG,0.19244550099221033
BZK32SSP,0.0565682717986372
25RR4UGE,0.05575670044939004
9ZQFVNWY,0.11783463941433073
FFSTFCAA,0.08268562580919317
MBEDAX9Z,0.07360808772461533
IYERPTUY,0.0986431125272168
SBNMNBJE,0.023079946205851846
CPWDDHBP,0.4016263753322781
EN5EXSVB,0.0431298380498434
EFT7687S,0.06794207139043139
DUPIVFIW,0.05646704460821609
HTVBHNFH,0.04998729802662877
GFTV6AXH,0.05280386717783744
NTNK2ZYN,0.061114210863628636
NZ2MDLPM,0.17210235275710783
UU4ECFQ5,0.863428166645692
FFWGNGVJ,0.05057339206158544
JDQIBLRI,0.05309537895243109
ZAWUVVWA,0.05185411582376639
FC24V4XD,0.19815618219392173
EKTZZYA2,0.07299745648246554
RVRMHDD8,0.04938416340235506
3RASGR5Y,0.17106545404437937
QRBESHHG,0.05097166673758856
MXYLFHSV,0.0727984529160087
TY85POPR,0.07425751049317493
BHXO9INE,0.04953503559359103
S2RKLYZH,0.45585819256672144
98GUQS9R,0.46750055618837827
6VD8FK4Y,0.0581920554033752
FMUHBZHQ,0.05494946123799307
IHQY3US8,0.8284458247849674
VDSNW6DR,0.08305482207210443
JF8E8TCY,0.17965784142226046
EKVBDN5B,0.1455314536763544
LJOYHFHT,0.062195436690658225
8WBDXKKG,0.4143031849820435
LNAASJ6O,0.05433721658326433
HGTW39J8,0.07491959609606223
AMYH3YSJ,0.10559536702850611
QZRPEWE6,0.05631927668973653
9RBSJHBJ,0.3287345479488778
EFZ3ADG9,0.05334576590046471
CMQX6K9J,0.17377867674601158
DBVXEJCR,0.057395150050512656
PLYKWBFR,0.05525450734695044
7QNURUDE,0.05656577287490203
M8TD2YPV,0.24633731028978575
JVJZVKUJ,0.8316995409430094
XVUVCSM8,0.5157141340491578
C9CMNJEH,0.17147702629119238
IQLV6HTY,0.08449022620702598
ELG7YZUM,0.051013268066796215
PU9KWVOH,0.4911333020627636
HAYJGRRV,0.05478742077300475
KBKUHSLA,0.09269886900549704
USL6KBDY,0.044360397807336596
ZGLCSKTI,0.05877820950372818
9JQWNRGA,0.10938964447891716
EBVUVT88,0.05210921995842861
9ZU5GNSK,0.18050352784260304
EC7NIRSV,0.057623506144079385
JJ23TDTX,0.07485939508363156
IZWY5RYD,0.09391852465890133
TSYCNH93,0.05555346552220593
QSY6Q77W,0.20123011272040986
TOBSGQ3J,0.2107755936820152
FKGE6YRE,0.44236895343329985
MGAYPPJE,0.05274602324455737
IJRFUH6V,0.1583724506844999
KX9Y3LCV,0.05521675327868626
2ZDDJYHE,0.8393142015939699
NBMLMYQE,0.05233395264320342
E8XWCECR,0.18523149499957614
5FP4HKBU,0.1179690766365542
FUKFFD3F,0.2578515963889746
8BDSMQUY,0.040848359748050636
39T7KUFC,0.061659077161878
HZSPWI2U,0.5096113161918329
LEJJKOWC,0.04993913585362886
DR5F2HVS,0.8495877426154745
BJA5TRWJ,0.3490238174706885
NCVH9WFE,0.09622116721018173
ME3XYUC5,0.8208456407165965
VLCHSDHG,0.0605940752682554
59CV3HQQ,0.1635926279731199
JTAEBBQM,0.045356252379128006
OBHDYLE2,0.2207143442974561
EUEGA65T,0.04890524222370664
MO9XWHWE,0.14460074805493234
K3JSVGHE,0.05614729794411507
JFHAQZQM,0.06046429574899226
22IQJE4I,0.8247482870327072
F57YH86H,0.061192878432542105
BPNYWIPI,0.059648854300797916
FJB78783,0.09549025780803852
DIVE6ZUL,0.07250446631392676
YACVPC9M,0.28712598343951046
A3FM9UVE,0.05756212340520065
9NE6ZC2Q,0.10373316483723816
4NHTDBJN,0.10313848201516658
3FH863BT,0.021446481362045862
3UBBVIGN,0.34293625866654487
NNP9TLV2,0.41517453632799695
SA7VUUTE,0.042717712936855556
ROG7ONJG,0.48406144073144136
ICEBXJHF,0.09308191430394577
HFTYHFAZ,0.060637104320563316
EC5IQBEK,0.0560939399866109
VQPXGNJV,0.0421950347361202
BNE8WOYV,0.8450825219923562
MKEXSYJN,0.06006770709991945
B2MY2KQE,0.1379054786616684
GZVND3WE,0.3722262746825032
JZ8ASRBZ,0.9939045937249176
UMQWVVHH,0.8390548563457703
MDGISGP7,0.0491370141793424
JMVHKVGP,0.03948874036374822
G5GPWASE,0.490357769632012
A9H3PMBD,0.05227549077827889
DKEMLQCU,0.8443658067950246
VVPNRFRF,0.8731686664976424
AVIBMJNL,0.20451814276567068
3FNEIWTQ,0.048369339797073876
WMQIVFIH,0.07998033368414734
GUSEEXX5,0.24474037075108498
HZBZ7QMH,0.04973507165724166
KMTZWEXS,0.025262694469452073
62AXBXBL,0.08515309939352905
FW6GESXM,0.03567940916815226
A67RATVB,0.050303931599106975
HUWJHKEG,0.05485989383915094
KCHF33KH,0.13681113065117056
CJUKTB4B,0.07946461538296112
FA8NWHGK,0.07686973608792368
6UZE4NSH,0.842114540085749
4UUZBMXW,0.1689080048865103
QMRXRYDB,0.04098282656038994
M3A5BVAC,0.9818929785320785
II63YKTB,0.071109297951542
4OYB27TY,0.2332260711679083
IEN9X6H8,0.08631226270141572
U9VVATUM,0.23267177376309484
SFOYCMRR,0.55850604269395
O7WYJHA5,0.2916770448403703
STEKRYHT,0.020045642830255367
QSX9J6OF,0.2769140900942443
EVT46GYN,0.03815496201822075
IQHUPR8Z,0.06692160973379117
98WUTF8M,0.020390792123274538
5JUSHPUM,0.05575696689976774
9FMK8FZU,0.05218942780610432
WPWW4JUN,0.5566813815624568
8QUXAAHS,0.10252642307368114
EU8RGIP7,0.0632438587586496
BFT7ZJQO,0.050287298415714075
4EQAO8W3,0.8653798434631484
F3RWQSVQ,0.1891019542801115
FUA3S84W,0.05259816668033479
G9WITTNH,0.05848781144634522
TE4CM6N8,0.9955803073112911
L93TY7Q6,0.023506424036481732
MK46HOFS,0.22477338477954567
NSUSAJ7C,0.03468549933870719
ZQXJP6PH,0.12985905384296928
YX6PNVKN,0.053373767492363534
7V7IJDSU,0.2605762515140474
BSDHE7F2,0.32653248048365213
DV5EXZEZ,0.778465893708739
VDKS85PW,0.37191155158528366
4W48SFHV,0.44767548919868616
ANGVCUXZ,0.05424887094696339
IOST7D8C,0.5971964503144568
HAQAECZX,0.033861505920880906
GAB49KQU,0.8172860308666359
GEBCXWCU,0.07860240745215588
JPT2DAGQ,0.511999076992294
RXYEGKFP,0.569063241843416
4R6HCRNW,0.05317860743730751
MWRTSE9B,0.05712963581288497
JAC7FJCA,0.47363875698514607
5DCT43QX,0.023204102446763512
GFZMAKDD,0.05438304888709135
8WVWSZNF,0.05514398742803811
